transaction_id,customer_id,product_id,product_price,emi_duration_months,monthly_emi,interest_rate,customer_income,customer_credit_score,existing_emi,max_affordable_emi,affordability_ratio,affordability_score,risk_level,approved,transaction_date,category,rating,num_reviews,original_price,age,employment_type,city_tier,account_age_months,emi_to_income_ratio,total_emi_burden,total_emi_to_income_ratio,emi_coverage,price_to_income_ratio,remaining_income,remaining_income_percent,credit_category,credit_score_normalized,popularity_score,quality_score,price_category,duration_category,monthly_interest,age_category,financial_health_score,affordability_quality,income_age_ratio,risk_numeric,risk_income_product,category_Fashion,category_Furniture,category_Home Appliances,category_Kitchen Appliances,category_Laptops,category_Mobile Phones,category_Sports Equipment,employment_type_Salaried,employment_type_Self-Employed,city_tier_Tier 2,city_tier_Tier 3,credit_category_Fair,credit_category_Good,credit_category_Excellent,price_category_Mid-Range,price_category_Premium,price_category_Luxury,duration_category_Medium,duration_category_Long,duration_category_Very Long,age_category_Mid-Career,age_category_Experienced,age_category_Senior
T00001,C0077,RT0282,-0.4376715358193212,-0.870135070163705,-0.2955353232441741,1.8174750108333295,0.041453300633294894,1.650879288394014,0.7116421501856934,-0.31676108746831333,-0.23470510943820366,1.0,Low,True,2025-09-26,Fashion,-0.09990336149175211,-1.0204243062596832,738.04,0.9469496059808689,Salaried,Tier 1,0.8042256270383493,-0.22171882251014122,0.4232484247366446,0.3069449405621321,-0.18277349541455806,-0.3764916067079519,-0.2223141343090881,-0.3069449405621321,Excellent,1.6508792883940142,-1.0204243062596834,-0.8943696810309214,Budget,Short,-0.38763260367683283,Experienced,0.21977147862226726,-0.6666948745656708,-0.3964891900405428,0,-0.1048794527577869,2.27438772116208,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,-0.419260007103863,0.775423126312245,-0.5511632832454589,-0.7337993857053428,-0.555788200270759,-0.5132483596771719,-0.9435884527917697,1.5329982883531876,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,-0.41181384541422816,-0.7201408788185005,1.3493978179491906,-0.4034732923929645
T00002,C0250,RT0120,-0.35193431265677927,-0.30984204365777773,-0.2651211494080834,-1.1629694149346763,-0.2796083593468127,-0.32610483116943845,-0.4754815878177457,-0.43273420702399046,-0.21025904784909286,1.0,Low,True,2025-09-21,Furniture,0.4091583531159023,-0.6009725998783852,4968.06,0.160306605700078,Salaried,Tier 2,0.3530809008626452,-0.19922098353068543,-0.5459007183658895,-0.42725090921847564,-0.3725550293557256,-0.30709232203839787,0.02284567376543983,0.42725090921847564,Good,-0.3261048311694382,-0.6009725998783854,-0.29031939419029146,Budget,Medium,-0.35567845017748456,Experienced,0.4036590407699532,-0.18032508309784337,-0.3939555955545371,0,-0.1048794527577869,-0.4396787718714284,2.295559294919003,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,-0.419260007103863,0.775423126312245,-0.5511632832454589,1.3627702877384937,-0.555788200270759,-0.5132483596771719,1.0597840584434104,-0.6523164491424468,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,1.5477679860172513,-0.6050786879235089,-0.41181384541422816,-0.7201408788185005,1.3493978179491906,-0.4034732923929645
T00003,C0409,RT0179,0.281805182638187,-0.30984204365777773,0.04303187596985573,0.9233416831029276,-0.579969379137254,-0.9764285547100479,-0.2674131663584402,-0.858310012772353,0.1504257315454172,1.0,Low,True,2026-01-01,Mobile Phones,0.9182200677235568,-0.486940418970274,35711.43,1.1717047489182377,Salaried,Tier 2,-0.06798751023467862,0.05947799669475503,-0.19773294144002576,0.15272860453608855,-0.4662864580965659,0.3100068093069244,-0.5503243606069484,-0.15272860453608839,Fair,-0.9764285547100477,-0.4869404189702741,0.06114555961351855,Mid-Range,Medium,0.36831912587593846,Senior,-0.6230009804314438,0.10266780675556263,-0.8479148509789283,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,2.7605596633966116,-0.419260007103863,0.775423126312245,-0.5511632832454589,1.3627702877384937,-0.555788200270759,1.9483744685107027,-0.9435884527917697,-0.6523164491424468,2.0415578993334353,-0.3296171265436078,-0.24124895481858194,1.5477679860172513,-0.6050786879235089,-0.41181384541422816,-0.7201408788185005,-0.7410713035832504,2.4784787961282104
T00004,C0328,RT0122,0.16319906543369048,0.25045098284814954,-0.11776496828556332,-1.1629694149346763,1.0697092172654368,-0.3781307290526872,1.7124244186118263,0.13489830516232318,-0.1414518141521559,1.0,Low,True,2025-09-17,Furniture,0.15462749581207397,-1.1371239066042413,22328.72,0.2726841771687624,Salaried,Tier 2,-0.2785217157833405,-0.15823248082925923,1.3559675765264898,0.37011034572443874,-0.43937047861121964,-0.11824896488673309,0.38107118238226023,-0.3701103457244388,Good,-0.3781307290526873,-1.1371239066042416,-0.862302005998212,Mid-Range,Long,-0.07443464925849469,Experienced,-0.6722868617485602,-0.6408745931117993,0.6031213946337382,0,-0.1048794527577869,-0.4396787718714284,2.295559294919003,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,-0.419260007103863,0.775423126312245,-0.5511632832454589,1.3627702877384937,-0.555788200270759,-0.5132483596771719,1.0597840584434104,-0.6523164491424468,2.0415578993334353,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,1.652677610298539,-0.41181384541422816,-0.7201408788185005,1.3493978179491906,-0.4034732923929645
T00005,C0186,RT0330,-0.3483249471544224,-0.870135070163705,-0.2138790172730509,-0.5668805297810751,-0.7029805765732199,0.8444778712036584,-0.7197623186775047,-0.37876832827741247,-0.17380069737567755,1.0,Low,True,2025-11-15,Sports Equipment,0.15462749581207397,0.7040623594033317,5209.86,-1.5253569663301882,Self-Employed,Tier 1,-0.4289032911752419,-0.1425265888446597,-0.7197417642490204,-0.4414803793991529,-0.4233337526913423,-0.2763226845154111,-0.3600206969633765,0.44148037939915297,Excellent,0.8444778712036581,0.7040623594033317,0.6603794449071588,Budget,Short,-0.33290791134595304,Young,0.8889129083524628,0.5851595233891127,-0.033317290836553555,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,2.385154756132679,-1.2896184883675021,1.8143443701685278,-0.7337993857053428,-0.555788200270759,-0.5132483596771719,-0.9435884527917697,1.5329982883531876,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,-0.41181384541422816,-0.7201408788185005,-0.7410713035832504,-0.4034732923929645
T00006,C0344,RT0190,-0.14714719784272967,1.9313300623659315,-0.2567579645096188,0.9233416831029276,-0.5000978081804757,1.156633258503151,-0.5415256224265146,-0.26310103586153694,-0.2086784835222107,1.0,Low,True,2025-11-29,Mobile Phones,-0.09990336149175211,-1.53790367693041,13123.75,2.295480463605082,Salaried,Tier 2,1.3756756135275745,-0.18786253830536678,-0.5960236070539178,-0.3858514116738698,-0.3765811755209736,-0.11151084799287363,-0.20239421196091323,0.3858514116738698,Excellent,1.1566332585031511,-1.53790367693041,-1.3223308566566256,Mid-Range,Very Long,-0.0877048970543537,Senior,0.9396737746205662,-1.011281065947311,-0.9663961760348055,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,2.7605596633966116,-0.419260007103863,0.775423126312245,-0.5511632832454589,1.3627702877384937,-0.555788200270759,-0.5132483596771719,-0.9435884527917697,1.5329982883531876,2.0415578993334353,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,2.428281640201139,-0.7201408788185005,-0.7410713035832504,2.4784787961282104
T00007,C0200,RT0340,-0.4193288586761963,-1.1502815834166686,-0.2446718236514286,-0.5668805297810751,1.0286032581837503,1.8719893543978212,1.4139867986079855,0.9013247639340508,-0.22100688527189155,1.0,Low,True,2025-07-15,Sports Equipment,-0.09990336149175211,0.7214005857402376,1510.47,-1.5253569663301882,Self-Employed,Tier 2,1.5260571889194758,-0.20576229578689356,1.0357965304147754,0.20285417631754823,-0.33143233333777466,-0.3726746910292869,0.5378678146918643,-0.20285417631754774,Excellent,1.8719893543978212,0.7214005857402376,0.5461388121834319,Budget,Short,-0.38208322732583705,Young,0.4456257288039974,0.49317514075500374,2.255550558105582,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,2.385154756132679,-1.2896184883675021,1.8143443701685278,1.3627702877384937,-0.555788200270759,-0.5132483596771719,-0.9435884527917697,1.5329982883531876,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,-0.41181384541422816,-0.7201408788185005,-0.7410713035832504,-0.4034732923929645
T00008,C0054,RT0263,-0.45012680529876575,1.9313300623659315,-0.3129381620601683,1.8174750108333295,-0.20642892702615245,-1.5227004824841597,1.0599890814477202,-1.0144363440697441,-0.24608517259175525,1.0,Low,True,2026-02-09,Fashion,-1.6270885053147144,-1.615925695446486,368.57,-1.0758466804554505,Salaried,Tier 1,-1.0905822228996078,-0.23148213687132377,0.7028111454260727,0.7796910541689006,1.506947260826004,-0.3839881476654587,-0.6903689179660494,-0.7796910541689004,Fair,-1.5227004824841592,-1.615925695446486,-2.1583331593724653,Budget,Very Long,-0.4050498039088985,Mid-Career,-1.6703777143661995,-1.6844142048540125,0.25893094944325773,0,-0.1048794527577869,2.27438772116208,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,-0.419260007103863,0.775423126312245,-0.5511632832454589,-0.7337993857053428,-0.555788200270759,1.9483744685107027,-0.9435884527917697,-0.6523164491424468,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,2.428281640201139,1.3886171850716913,-0.7410713035832504,-0.4034732923929645
T00009,C0370,RT0371,-0.44151758102675065,1.9313300623659315,-0.3116105718072959,-0.5668805297810751,-1.133038018559212,-0.7423120142354285,-0.42811843762059604,-1.088233694046771,-0.24397775348924572,1.0,Low,True,2026-01-24,Sports Equipment,0.15462749581207397,-0.8970561573240072,677.78,-1.5253569663301882,Business,Tier 3,-1.120658537977988,-0.22867916913907493,-0.5329863589829353,0.27451376803407773,0.47029812980569524,-0.36449809728897703,-0.9813066277836086,-0.27451376803407773,Fair,-0.7423120142354285,-0.8970561573240072,-0.6637633162749476,Budget,Very Long,-0.4037076993022718,Young,-0.690885090865057,-0.48101501979042,-0.6017822027870564,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,2.385154756132679,-1.2896184883675021,-0.5511632832454589,-0.7337993857053428,1.7992465466392369,1.9483744685107027,-0.9435884527917697,-0.6523164491424468,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,2.428281640201139,-0.7201408788185005,-0.7410713035832504,-0.4034732923929645
T00010,C0212,RT0351,-0.3483249471544224,1.9313300623659315,-0.2955068069857592,-0.5668805297810751,1.0477058051975268,0.5453289583749781,0.4090849109864186,0.9394759114100513,-0.24081662483548139,1.0,Low,True,2026-01-11,Sports Equipment,0.15462749581207397,0.5026721919515799,5067.12,-0.06444853723729083,Salaried,Tier 3,-0.30859803086172083,-0.225250500884766,0.1718527400471995,-0.3078293036419295,0.06507502066675246,-0.34151761676273146,1.1126917915840482,0.30782930364192984,Good,0.5453289583749783,0.5026721919515795,0.493827544083753,Budget,Very Long,-0.3396938335142904,Mid-Career,0.5928441292475194,0.4510551035472885,0.7859938539952215,0,-0.1048794527577869,-0.4396787718714284,-0.4356236853534574,-0.33518211807957693,-0.3202121678115206,-0.34251778896020846,-0.36224538569457804,2.385154756132679,0.775423126312245,-0.5511632832454589,-0.7337993857053428,1.7992465466392369,-0.5132483596771719,1.0597840584434104,-0.6523164491424468,-0.48982201304528183,-0.3296171265436078,-0.24124895481858194,-0.646091668153197,-0.6050786879235089,2.428281640201139,1.3886171850716913,-0.7410713035832504,-0.4034732923929645
