account_age_months,affordability_quality,affordability_ratio,age,age_category_Senior,age_category_Young,category_Laptops,credit_category_Fair,customer_credit_score,customer_income,emi_coverage,emi_duration_months,employment_type_Self-Employed,existing_emi,financial_health_score,income_age_ratio,interest_rate,max_affordable_emi,monthly_emi,monthly_interest,num_reviews,price_category_Budget,price_category_Luxury,price_category_Premium,price_to_income_ratio,quality_score,rating,remaining_income,risk_income_product,total_emi_burden,total_emi_to_income_ratio,risk_level_encoded,affordability_score,split
0.7844551839985795,-0.6904826668330528,-0.3170442435624826,0.9391288099194303,0.0,0.0,0.0,0.0,1.635048305707238,0.03947726138820451,-0.1879503931336295,-0.8818999316825118,0.0,0.7142493590338751,0.21162866348992165,-0.386265633772821,1.8054568128492465,-0.316210632757,-0.3190984254027047,-0.39175833401100246,-1.0404592302556774,1.0,0.0,0.0,-0.40940711084571624,-0.924183767965993,-0.11052360042600137,-0.23237215149816945,-0.11128298284254814,0.44380156225723955,0.42764943066615985,0,1.0,train
0.3368132510496541,-0.1996742328684683,-0.28148324199865266,0.14487957099338458,0.0,0.0,0.0,0.0,-0.32725817692954484,-0.27618531010472896,-0.37755158499346525,-0.32174118190402073,0.0,-0.4697573094323738,0.39609664880961465,-0.38376899443393125,-1.1664885580960158,-0.43261040969527437,-0.2850529141057335,-0.3593546135609142,-0.6206485810461458,1.0,0.0,0.0,-0.3327670708851413,-0.3139800428274049,0.4050383840684608,0.015287725787273644,-0.11128298284254814,-0.5496755446894666,-0.5356377902604135,0,1.0,test
-0.08098588636934302,0.0859012685887394,0.2431948112469933,1.1660571638983004,1.0,0.0,0.0,1.0,-0.9727537304284866,-0.5714953508276387,-0.47119394436810175,-0.32174118190402073,0.0,-0.26223522001699906,-0.6338039247114655,-0.8311067754426144,0.9138732015656678,-0.859751880488028,0.059892418397467596,0.3748289742301111,-0.5065188179065117,0.0,0.0,0.0,0.3487169287142094,0.04106527167524384,0.920600368562923,-0.5637273317428989,-0.11128298284254814,-0.1927679229739325,0.2253129208692206,0,1.0,train
-0.28988545507884156,-0.6644267478035139,-0.18139128501080373,0.25834374798281967,0.0,0.0,0.0,0.0,-0.3788978212094602,1.0504416562556447,-0.44430354210125866,0.23841756787447035,0.0,1.712403840800196,-0.6832453721105677,0.5987645764889942,-1.1664885580960158,0.13711038469690198,-0.12010296162232509,-0.07415395870754414,-1.1572586954570574,0.0,0.0,0.0,-0.12422079397024237,-0.8917894206942805,0.14725739182122857,0.3771663151096601,-0.11128298284254814,1.3999341978880435,0.5105243578612421,0,1.0,train
-0.4390994327284834,0.5727962361547122,-0.22844830001121663,-1.5570830838481418,0.0,1.0,0.0,0.0,0.8346338193685503,-0.6924379476717084,-0.42828205526428936,-0.8818999316825118,1.0,-0.7133966244057265,0.8828821729422542,-0.028390979663736236,-0.5720994839069631,-0.37844599407511925,-0.2276926649703792,-0.33626371319298937,0.6855031526630009,1.0,0.0,0.0,-0.2987870916884874,0.6464035307594937,0.14725739182122857,-0.37148300607182616,-0.11128298284254814,-0.7278804170372621,-0.5543072866757066,0,1.0,train
1.3514682990672184,-1.038213574312801,-0.27918403931133606,2.3006989337926513,1.0,0.0,0.0,0.0,1.1444716850480423,-0.49296692896948513,-0.38157390526709933,1.9188938172099437,0.0,-0.5356279300643164,0.9338032609386195,-0.9478599254404387,0.9138732015656678,-0.26235316939432457,-0.2756911965238651,-0.08761090726633435,-1.5583814302343681,0.0,0.0,0.0,-0.11677965750229019,-1.3565045685194628,-0.11052360042600137,-0.21224909151117183,-0.11128298284254814,-0.6010566378885819,-0.4813203939561213,0,1.0,train
1.5006822767168604,0.47997239803434544,-0.29711782027240546,-1.5570830838481418,0.0,1.0,0.0,0.0,1.8545167938968783,1.0100269497839582,-0.33646796628949655,-1.1619793065717574,1.0,1.4147498381938393,0.4381958006052252,2.2270913182149266,-0.5720994839069631,0.9063564753635519,-0.2621620161048322,-0.38613088279550817,0.7028562160643488,1.0,0.0,0.0,-0.4051919583188291,0.5309991328660456,-0.11052360042600137,0.5355619143783721,-0.11128298284254814,1.0717260919603122,0.29107919120859443,0,1.0,train
-1.0956409343869074,-1.7174897702282648,-0.333598502911162,-1.1032263758904015,0.0,0.0,0.0,1.0,-1.5149699953675977,-0.20423648946957762,1.5001646865602123,1.9188938172099437,0.0,1.0616816243912028,-1.6844866012510211,0.2595945118717204,1.8054568128492465,-1.0164525901596586,-0.33857909743089665,-0.4094205789944153,-1.6364702155404336,1.0,0.0,0.0,-0.4176858013435372,-2.2010231962810516,-1.657209553909387,-0.7052000232189238,-0.11128298284254814,0.7303819765694863,1.0479066687262522,0,1.0,train
-1.1254837299168359,-0.5031082855706412,-0.3305328993280733,-1.5570830838481418,0.0,1.0,0.0,1.0,-0.7403753311688676,-1.1152633888513943,0.4645006432774541,1.9188938172099437,0.0,-0.42251852220425484,-0.7019023047250686,-0.5885642314581109,-0.5720994839069631,-1.0905214356720683,-0.3370929979170482,-0.40805959215153764,-0.9169855098999328,1.0,0.0,0.0,-0.39616226191802956,-0.6912282245612277,0.14725739182122857,-0.9991046321229267,-0.11128298284254814,-0.5364370039662356,0.3850987487666708,0,1.0,test
-0.3197282506087699,0.43746797061491305,-0.3259344939534401,-0.08204878298548561,0.0,0.0,0.0,0.0,0.5377058647590371,1.0288082614884044,0.05966260204995789,1.9188938172099437,0.0,0.41248655425063724,0.5858788815848599,0.7789696482016286,-0.5720994839069631,0.944647978370106,-0.3190665044107605,-0.343145107342371,0.48394064700119077,1.0,0.0,0.0,-0.3707841192724565,0.47815497178121,0.14725739182122857,1.1162477808584572,-0.11128298284254814,0.1860952439865412,-0.37895302203570075,0,1.0,train
-0.6778417969679104,-0.2529989467732232,-0.33037961914891883,0.48527210196168985,0.0,0.0,0.0,0.0,1.3510302621677037,1.9397467919363722,0.4585240822818641,-0.32174118190402073,0.0,-0.6141797050852897,1.6689445838045978,1.1311356620144277,-0.5720994839069631,2.5899516341657614,-0.32076009037224645,-0.39307344489288426,-0.7000722173830842,1.0,0.0,0.0,-0.4102213651562098,-0.38027666043805264,0.4050383840684608,2.761634819543031,-0.11128298284254814,-0.6916194517406424,-1.1256527304229924,0,1.0,train
0.575555615289081,-0.12080742911017484,0.13145356064340705,0.71220045594056,0.0,0.0,0.0,0.0,1.3510302621677037,0.0725117052527303,-0.46884780254979125,-1.1619793065717574,0.0,0.7577860062642409,-0.17362293294203449,-0.30012483327487033,0.9138732015656678,-0.42254585655182214,0.1323619370530945,-0.11994326511042874,-0.5031816903293294,1.0,0.0,0.0,-0.25913441453710206,-0.21592790249569,0.4050383840684608,-0.3644027348352969,-0.11128298284254814,0.7161365973458141,0.6953575427704286,0,1.0,train
